interface/src_ip/src_eth/dst_port,last_req_time,time_btw_req,all_data
tun0/10.9.12.1/undefined/10001,2022-02-19 17:46:13.054509,0,"a; /bin/sh; cat a--cat 1w0x6y8v8j5z7b0b2l6t*--test; cat 1w0x6y8v8j5z7b0b2l6t*; echo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2i0q4c0g8d0h7u7q5r0i--*; ls -la;--a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--5p6e1p4v6k7t0u6m1d2z--cat 1w0x6y8v8j5z7b0b2l6t*--a; /bin/sh; cat a--FLG7kb6Q4RmpLSQX--FLGqKsujlNjbYVW--2y2m3z9z3--5p6e1p4v6k7t0u6m1d2z--FLG7kb6Q4RmpLSQX--5p6e1p4v6k7t0u6m1d2z--FLGi73Ww09yokhax--3v4b3h4n8c5o7y3k9t5d7z4e2b2g2w8x6y5j9a7uFLGJf7thtss3aLtb9d3q4h2x1b0o2m3b1d3i8k7w7j2x0--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a; /bin/sh; cat a--cat 8m3l4l3l6g9m7f1y2f6x*--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--;cat *;--8m3l4l3l6g9m7f1y2f6x--8m4l2n0o4g0g2f7c8j7j--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --*; ls -la;--8m3l4l3l6g9m7f1y2f6x--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --ll; cat `ls|grep 1w0x6y8v8j5z7b0b2l6t`--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --4d6p9v9k2w4p8k0y2m9v--FLG81dlFGMnEk1WO--FLGJageG7OggTcL--0j9m7n1f5--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --4d6p9v9k2w4p8k0y2m9v--FLG81dlFGMnEk1WO--4d6p9v9k2w4p8k0y2m9v--FLGxUQaYJg1UKy3H--8z6i9y2t7g1x2l0i9b9r4h9d7f4c8f8m5u6f8f2wFLGnllw51zkbRbIr5u1a9j9t8w0k6p5j9y6b1b7t3o4b8--a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--test; cat 8m3l4l3l6g9m7f1y2f6x*; echo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --ll; cat `ls|grep 1w0x6y8v8j5z7b0b2l6t`--a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --8e6t5m4i1m1y4p1d0j4r--FLGIipmAoLmoO9Cb--FLG20YAvM1sq1or--9u0e4l0u3--8e6t5m4i1m1y4p1d0j4r--8e6t5m4i1m1y4p1d0j4r--FLGIipmAoLmoO9Cb--FLGRGbSsUDgM0KQx--9g4i6z3b2y5f6y3e4a8a6a4o7y6t7z1d9i9z5y2eFLGL3b7Is6kBo7rc7m3i6f1n8x0x6v0h9r5q6j7j8c7g0--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 8m3l4l3l6g9m7f1y2f6x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --8m3l4l3l6g9m7f1y2f6x--*; ls -la;--;cat *;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --0w6y6b3r7v7m4v3a9j3d--*; ls -la;--a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--; cat 1w0x6y8v8j5z7b0b2l6t_*;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 8m3l4l3l6g9m7f1y2f6x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2i0q4c0g8d0h7u7q5r0i--*; ls -la;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 some;cat 8m3l4l3l6g9m7f1y2f6x*;echo;  3 --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --test; cat 8m3l4l3l6g9m7f1y2f6x*; echo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --8m3l4l3l6g9m7f1y2f6x--*; ls -la;--a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --ll; cat `ls|grep 8m3l4l3l6g9m7f1y2f6x`--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --8m3l4l3l6g9m7f1y2f6x*;--8m3l4l3l6g9m7f1y2f6x*;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --ll; cat `ls|grep 8m3l4l3l6g9m7f1y2f6x`--3f7b1g1s5m5c5a4s3p0m--2o4n4k6q9l1f0c9u5j2g--94uiOnNvcL--a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--; cat 8m3l4l3l6g9m7f1y2f6x_*;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a; /bin/sh; cat a--cat 8m3l4l3l6g9m7f1y2f6x*--a; /bin/sh; cat a--cat 8m3l4l3l6g9m7f1y2f6x*--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *8m3l4l3l6g9m7f1y2f6x*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--somename somepwd 1 10 file /tmp/abcd 2 8m3l4l3l6g9m7f1y2f6x *--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --8m3l4l3l6g9m7f1y2f6x--*; ls -la;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --4t9p5y4r7f5k0p9k2j4g--FLGr6gI2FlrSzbbZ--FLGiHuDSYX4x80m--2p1m4f1a2--4t9p5y4r7f5k0p9k2j4g--FLGr6gI2FlrSzbbZ--4t9p5y4r7f5k0p9k2j4g--FLGQGnwASgihf12T--3s3k0r4i8d3c0y4o6m6n3l0w2e8l2d2a4c0h4q5gFLGAyUMQXuCduuzo7x8x7o9o1m1w6w8k7u7o3g7c8o8c9--a;echo ""==="";cat *3f7b1g1s5m5c5a4s3p0m*;echo ""==="";--test; cat 3f7b1g1s5m5c5a4s3p0m*; echo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --0w6y6b3r7v7m4v3a9j3d--*; ls -la;--;cat *;--a; /bin/sh; cat a--cat 3f7b1g1s5m5c5a4s3p0m*--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 8m3l4l3l6g9m7f1y2f6x*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *3f7b1g1s5m5c5a4s3p0m*;echo ""==="";--2i0q4c0g8d0h7u7q5r0i--*; ls -la;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --7r1f6c0t0e5s2t0c9j3j--FLGjbp1BrYjsW4It--FLGxg3edgEE4QOe--8n0h4z5j7--7r1f6c0t0e5s2t0c9j3j--FLGjbp1BrYjsW4It--7r1f6c0t0e5s2t0c9j3j--FLG1cPX2it536cKN--8z8h7h5j8o7w1q1f1q9p7o4q5k4i4j1l9v2n3u4rFLGDod3srlwPWlWW4g1k2y5j0g3h5t1l9n7w6e5b2f3h3--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 3f7b1g1s5m5c5a4s3p0m*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *3f7b1g1s5m5c5a4s3p0m*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *3f7b1g1s5m5c5a4s3p0m*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 3f7b1g1s5m5c5a4s3p0m*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --4n5l8d6b8b3t5h1b4n0d--FLGirC18QQOi9kax--FLGUvzzVxAHvrxU--5n3y5k0m8--4n5l8d6b8b3t5h1b4n0d--FLGirC18QQOi9kax--4n5l8d6b8b3t5h1b4n0d--FLGV1IufqmsMdZSu--0j5i0s0j2a4e7k2r3z3o4c6p9a2t0x7m5i8n0o8bFLGSJAHteRJXARuo7p3m2t0s4x8h7f8t7q1e9r2m0i1x3--ll; cat `ls|grep 3f7b1g1s5m5c5a4s3p0m`--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *3f7b1g1s5m5c5a4s3p0m*;echo ""==="";--3f7b1g1s5m5c5a4s3p0m--*; ls -la;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 3f7b1g1s5m5c5a4s3p0m;  --2 cat 3f7b1g1s5m5c5a4s3p0m*;# # 3--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 3f7b1g1s5m5c5a4s3p0m*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  "
tun0/10.9.12.3/undefined/10004,2022-02-19 17:46:13.218510,0,ca--cat 2830638191--8675309 a a--ca--cat 1909190263--ca--cat 2311111931--8675309 a a--cat 574257670--ca--8675309 a a--ca--cat 379885245--8675309 a a--ca--cat 473900070--8675309 a a--ca--cat 2829209885--8675309 a a--ca--cat 1166862631--8675309 a a--ca--cat 798120628--8675309 a a--ca--cat 2729903462--8675309 a a--ca--cat 1891617765--8675309 a a--ca--cat 770095198--8675309 a a--ca--cat 1614023546--8675309 a a--ca--cat 973067037--8675309 a a--ca--cat 1304431345--8675309 a a--ca--cat 441310257--8675309 a a--ca--cat 1707064465--8675309 a a--ca--cat 173022534--8675309 a a--ca--cat 2293403624--8675309 a a--ca--8675309 a a--ca--cat 4120108865--8675309 a a--ca--cat 4253688852--8675309 a a--ca--cat 1213105163--8675309 a a--ca--cat 3687582767--8675309 a a--ca--cat 1437061251--8675309 a a--ca--cat 3217351709--8675309 a a--ca--cat 2006186748--8675309 a a--ca--cat 4104129380--8675309 a a--ca--cat 206437683--8675309 a a--ca--cat 3060444857--8675309 a a--ca--cat 1720303612--8675309 a a--ca--cat 826058465--8675309 a a--ca--cat 3508233363--8675309 a a--ca--cat 197787541--8675309 a a--ca--cat 3919650297--8675309 a a--ca--cat 1046088495--8675309 a a--ca--cat 368326476--8675309 a a--ca--cat 351402774--8675309 a a--ca--cat 2113687256--8675309 a a--ca--cat 1576273592--8675309 a a--ca--cat 3646197969--8675309 a a--ca--cat 2560824357--8675309 a a--ca--cat 1151704765--8675309 a a--ca--cat 1496921704--8675309 a a--ca--8675309 a a--ca--cat 1196771190--8675309 a a--ca--cat 636145058--8675309 a a--ca--cat 2470977204--8675309 a a--ca--cat 3652130359--8675309 a a--ca--cat 3690659946--8675309 a a--ca--cat 1098526782--8675309 a a--ca--cat 2644776535--8675309 a a--ca--cat 1151777645--8675309 a a--ca--cat 2706808969--8675309 a a--ca--cat 559103518--8675309 a a--ca--cat 1754356806--8675309 a a--ca--cat 3874208498--8675309 a a--ca--cat 2065489727--8675309 a a--ca--cat 2837655079--8675309 a a--ca--cat 1206915366--8675309 a a--ca--cat 3776554256--8675309 a a--ca--cat 1971402865--8675309 a a--ca--cat 3915921561--8675309 a a--ca--cat 4180357957--8675309 a a--ca--cat 3285525548--8675309 a a--ca--cat 3531279486--8675309 a a--ca--cat 3061337423--8675309 a a--ca--cat 107921673--8675309 a a--ca--cat 760263224--8675309 a a--ca--8675309 a a--ca--cat 1768289608
tun0/10.9.12.1/undefined/10004,2022-02-19 17:46:31.753868,0,425111360 72Gevh9UVOSmz3l9jDxv FLGXHnlKPKzgLuAs--425111360 nljHf4XoVz5SyuLaeLoE--425111360 72Gevh9UVOSmz3l9jDxv--1 aaaa bbbb--cat 976029829--ca--1779671997 M3oUGoUad6U9Zn0IkISZ--1 aaaa bbbb--ca--cat 976029829--1 aaaa bbbb--ca--cat 1779671997--1215694930 ofWXefwnNySPDhheOz32 FLGc9nzRYUT3h4FK--1215694930 e7fHSRaIvhqdTS9yYprn--1215694930 ofWXefwnNySPDhheOz32-- cat 976029829--ca--2760166890 P1F5Gywio07gX65Sm9sO FLGiYCgAQDDLa0gr--2760166890 BNEBKOmjHo6NXivqVWke--2760166890 P1F5Gywio07gX65Sm9sO--ca-- cat 1779671997--296910960 b7WYr29XWprlwaPuJcLN FLGfGL0NwlUZldMF--296910960 b7WYr29XWprlwaPuJcLN--1 aaaa bbbb--1 aaaa bbbb--cat 1779671997--ca--ca--cat 1779671997--2537113425 pBQoD5LOZxFUAD1BnFgp FLGWoGMrsve0ZfI8--2537113425 9sBSteDqTObUmfDB0qk3--2537113425 pBQoD5LOZxFUAD1BnFgp--1 aaaa bbbb--cat 296910960--ca--3254622975 rQJvMJugzm1fQA7HS2Vp FLG97JafB4mpXlRV--3254622975 Dj5LLyuVsjeD2o56EY9l--3254622975 rQJvMJugzm1fQA7HS2Vp
tun0/10.9.12.3/undefined/10001,2022-02-19 17:47:45.618153,0,8v1a3y7d2v5o5j9f9x4n--3i8m4d0o8u4f1j5p1a3g--3v1v5c9z5w1g9p3u7q6a--5x4k6f4u2i8o7d0o7e6c--6b2c8j6q8h4l5d0l7x6x--9x1h4c5y3m3h3q3v5p6z--2i0w5j0y3m1z4w1r0s9d--7e9c8s8k5j6e8w6d3d5y--1c2d0v2s3w7v6w0q4z5m--2i5j8b4p2a1n4v9q1j6h--7r0j1u9z9u9x1y2y6f0g--6x1j9r0g4h3x7z3n1s0y--0t8c1l3e6x8y1v5b6s6m--1j3t1c8t8f2a7x4e2l8h--3y8z9v2s2i4i7z2m5v2a--9n3o0q9j4o2f4r8n7p0e--7m8l0e9n7v1p9l3v9x7t--2j5n3u7n3r4o2m6m2t2p--0f3w3x0x9s2j2d0p8v7q--8c9a0l1p7b2u9p7p7s2y--4r1b4g7i8n1p6a1o4k4e
